city,company,date,price
CAN,BB,2020-03-19,390
CAN,BB,2020-03-19,305
PEK,XX,2020-03-19,420
PEK,YZ,2020-03-19,512
CAN,AB,2020-03-20,333
CTU,BB,2020-03-20,343
CTU,XX,2020-03-20,446
PEK,AB,2020-03-20,437
WUH,BB,2020-03-20,381
CTU,BB,2020-03-21,573
PEK,AB,2020-03-21,380
PEK,XX,2020-03-21,325
WUH,XX,2020-03-21,340
PEK,AB,2020-03-22,583
PEK,BB,2020-03-22,377
PEK,XX,2020-03-22,526
WUH,AB,2020-03-22,388
WUH,YZ,2020-03-22,398
PEK,XX,2020-03-23,320
WUH,XX,2020-03-23,441
WUH,AB,2020-03-24,499
CAN,AB,2020-03-25,510
CTU,YZ,2020-03-25,409
WUH,XX,2020-03-25,391
CAN,AB,2020-03-26,454
CAN,AB,2020-03-26,349
CAN,XX,2020-03-26,581
PEK,BB,2020-03-26,407
CAN,AB,2020-03-27,441
CTU,YZ,2020-03-27,452
PEK,BB,2020-03-27,322
WUH,YZ,2020-03-27,512
CTU,XX,2020-03-28,348
CTU,XX,2020-03-28,460
CTU,YZ,2020-03-28,467
PEK,AB,2020-03-28,384
CAN,AB,2020-03-29,487
WUH,AB,2020-03-29,326
WUH,XX,2020-03-29,573
PEK,AB,2020-03-30,553
PEK,XX,2020-03-30,442
WUH,BB,2020-03-30,426
WUH,YZ,2020-03-30,541
CAN,AB,2020-03-31,474
CAN,BB,2020-03-31,571
CAN,YZ,2020-03-31,335
CTU,AB,2020-03-31,406
CTU,XX,2020-03-31,550
PEK,XX,2020-03-31,339
PEK,YZ,2020-03-31,553
PEK,YZ,2020-04-01,504
CTU,AB,2020-04-02,575
CTU,BB,2020-04-02,572
CTU,YZ,2020-04-02,489
WUH,YZ,2020-04-02,316
CAN,XX,2020-04-03,516
CAN,YZ,2020-04-03,599
CTU,AB,2020-04-03,344
CTU,AB,2020-04-03,353
CTU,AB,2020-04-03,409
CTU,YZ,2020-04-03,452
PEK,YZ,2020-04-03,593
WUH,YZ,2020-04-03,387
CAN,AB,2020-04-04,541
PEK,XX,2020-04-04,380
CAN,XX,2020-04-05,350
CAN,XX,2020-04-06,440
CAN,XX,2020-04-06,537
CTU,BB,2020-04-06,358
WUH,XX,2020-04-06,315
CAN,BB,2020-04-07,426
CAN,BB,2020-04-07,457
PEK,BB,2020-04-08,581
CAN,XX,2020-04-09,328
CAN,YZ,2020-04-09,411
CTU,BB,2020-04-09,306
PEK,AB,2020-04-09,397
WUH,AB,2020-04-09,585
CTU,YZ,2020-04-10,516
PEK,AB,2020-04-10,365
PEK,XX,2020-04-10,416
PEK,YZ,2020-04-10,394
WUH,YZ,2020-04-10,517
CAN,XX,2020-04-11,591
CAN,YZ,2020-04-11,507
WUH,BB,2020-04-11,301
PEK,YZ,2020-04-12,487
WUH,BB,2020-04-12,343
CAN,BB,2020-04-13,566
WUH,BB,2020-04-13,406
CTU,AB,2020-04-14,598
CTU,BB,2020-04-14,457
WUH,AB,2020-04-14,401
WUH,AB,2020-04-14,595
WUH,BB,2020-04-14,521
WUH,XX,2020-04-14,396
CTU,AB,2020-04-15,439
CAN,BB,2020-04-16,369
CTU,AB,2020-04-16,565
PEK,XX,2020-04-17,487
