city,company,date,price
CAN,XX,2020-03-19,531
CAN,YZ,2020-03-19,493
CTU,XX,2020-03-19,538
CAN,AB,2020-03-20,424
CAN,BB,2020-03-20,575
PEK,AB,2020-03-20,497
PEK,YZ,2020-03-20,582
CAN,XX,2020-03-21,502
CTU,AB,2020-03-21,397
CTU,BB,2020-03-21,319
CTU,XX,2020-03-21,353
CTU,YZ,2020-03-21,538
PEK,AB,2020-03-21,399
CTU,YZ,2020-03-22,357
PEK,AB,2020-03-22,317
CAN,YZ,2020-03-23,353
CTU,AB,2020-03-23,337
CTU,XX,2020-03-23,384
WUH,AB,2020-03-23,378
WUH,YZ,2020-03-23,527
PEK,XX,2020-03-24,529
WUH,AB,2020-03-24,331
CTU,AB,2020-03-25,586
PEK,AB,2020-03-25,593
PEK,XX,2020-03-25,417
CAN,XX,2020-03-26,368
CAN,YZ,2020-03-26,358
CTU,XX,2020-03-26,491
CAN,BB,2020-03-27,583
CTU,BB,2020-03-27,380
PEK,AB,2020-03-27,576
CTU,AB,2020-03-28,384
CTU,XX,2020-03-28,409
CAN,XX,2020-03-29,529
CAN,YZ,2020-03-29,507
CTU,XX,2020-03-29,326
CTU,XX,2020-03-29,435
CTU,YZ,2020-03-29,432
CTU,YZ,2020-03-29,522
PEK,AB,2020-03-29,397
PEK,BB,2020-03-29,402
PEK,BB,2020-03-29,457
PEK,YZ,2020-03-29,305
WUH,XX,2020-03-29,522
CTU,AB,2020-03-30,459
PEK,AB,2020-03-30,581
PEK,XX,2020-03-30,596
WUH,AB,2020-03-30,320
CTU,YZ,2020-03-31,434
PEK,XX,2020-03-31,344
PEK,XX,2020-04-01,563
CAN,AB,2020-04-02,597
CAN,AB,2020-04-02,315
CAN,XX,2020-04-02,527
CTU,BB,2020-04-02,332
CAN,AB,2020-04-03,328
CAN,BB,2020-04-04,422
PEK,AB,2020-04-04,579
PEK,XX,2020-04-04,522
CAN,BB,2020-04-05,439
CTU,YZ,2020-04-05,379
CAN,BB,2020-04-08,306
CAN,YZ,2020-04-08,464
PEK,BB,2020-04-08,356
PEK,YZ,2020-04-08,508
CAN,XX,2020-04-09,469
CTU,XX,2020-04-09,427
WUH,AB,2020-04-09,478
CAN,YZ,2020-04-10,451
PEK,AB,2020-04-10,459
PEK,YZ,2020-04-10,554
WUH,AB,2020-04-11,417
CAN,YZ,2020-04-12,530
CTU,BB,2020-04-12,367
PEK,AB,2020-04-12,464
WUH,AB,2020-04-12,342
WUH,BB,2020-04-12,410
CAN,AB,2020-04-13,315
CAN,AB,2020-04-13,373
WUH,AB,2020-04-13,472
WUH,BB,2020-04-13,521
WUH,YZ,2020-04-13,387
CAN,AB,2020-04-14,402
CAN,BB,2020-04-14,305
CTU,AB,2020-04-14,361
CTU,XX,2020-04-14,428
WUH,XX,2020-04-14,559
WUH,XX,2020-04-14,448
CTU,AB,2020-04-15,574
CTU,XX,2020-04-15,443
WUH,XX,2020-04-15,581
CAN,BB,2020-04-16,426
CAN,YZ,2020-04-16,546
CAN,YZ,2020-04-16,397
CTU,YZ,2020-04-16,526
CAN,AB,2020-04-17,555
CAN,YZ,2020-04-17,476
CTU,AB,2020-04-17,481
WUH,BB,2020-04-17,388
WUH,XX,2020-04-17,308
