city,company,date,price
CAN,AB,2020-03-19,435
CAN,BB,2020-03-19,581
CAN,XX,2020-03-19,475
PEK,AB,2020-03-19,533
PEK,XX,2020-03-19,318
WUH,AB,2020-03-19,537
WUH,BB,2020-03-19,367
WUH,YZ,2020-03-19,519
CTU,BB,2020-03-20,308
PEK,YZ,2020-03-20,328
WUH,XX,2020-03-20,525
WUH,XX,2020-03-20,570
CAN,BB,2020-03-21,450
CTU,AB,2020-03-21,531
CTU,BB,2020-03-21,493
CTU,XX,2020-03-21,588
PEK,XX,2020-03-21,484
CTU,YZ,2020-03-22,542
CTU,YZ,2020-03-22,413
WUH,XX,2020-03-22,335
WUH,YZ,2020-03-22,336
CAN,AB,2020-03-23,474
CAN,XX,2020-03-23,539
CAN,YZ,2020-03-23,450
PEK,AB,2020-03-23,537
PEK,BB,2020-03-23,565
CAN,AB,2020-03-24,450
WUH,XX,2020-03-24,537
CAN,AB,2020-03-25,443
CAN,BB,2020-03-25,342
CTU,AB,2020-03-25,316
WUH,AB,2020-03-25,511
WUH,BB,2020-03-25,446
CAN,YZ,2020-03-26,387
CTU,YZ,2020-03-26,488
WUH,YZ,2020-03-26,451
CTU,XX,2020-03-27,596
CTU,XX,2020-03-27,340
WUH,YZ,2020-03-27,543
WUH,YZ,2020-03-27,314
WUH,YZ,2020-03-27,572
CTU,AB,2020-03-28,589
CTU,AB,2020-03-28,323
CTU,AB,2020-03-28,490
CTU,YZ,2020-03-28,312
PEK,XX,2020-03-30,394
PEK,XX,2020-03-30,413
PEK,YZ,2020-03-30,577
PEK,YZ,2020-03-30,537
PEK,YZ,2020-03-30,598
WUH,YZ,2020-03-30,316
CAN,YZ,2020-03-31,387
WUH,AB,2020-03-31,444
CAN,BB,2020-04-01,556
CAN,YZ,2020-04-01,461
PEK,BB,2020-04-01,563
CAN,BB,2020-04-02,507
WUH,YZ,2020-04-02,407
CAN,YZ,2020-04-03,486
PEK,YZ,2020-04-03,531
WUH,AB,2020-04-03,518
CTU,XX,2020-04-04,495
WUH,XX,2020-04-04,344
PEK,AB,2020-04-05,332
CAN,BB,2020-04-06,541
CTU,AB,2020-04-06,446
CAN,BB,2020-04-07,359
PEK,AB,2020-04-07,305
PEK,BB,2020-04-07,583
PEK,BB,2020-04-07,348
WUH,BB,2020-04-07,506
CAN,YZ,2020-04-08,484
CTU,AB,2020-04-08,417
WUH,AB,2020-04-08,364
WUH,BB,2020-04-08,347
WUH,YZ,2020-04-08,431
CTU,BB,2020-04-09,321
PEK,BB,2020-04-09,306
WUH,BB,2020-04-09,396
CAN,YZ,2020-04-10,560
CAN,BB,2020-04-11,517
CAN,BB,2020-04-11,519
CAN,YZ,2020-04-11,350
CAN,BB,2020-04-12,311
CAN,BB,2020-04-12,584
CAN,YZ,2020-04-12,373
CTU,YZ,2020-04-12,346
PEK,YZ,2020-04-13,342
CAN,BB,2020-04-14,383
CAN,YZ,2020-04-15,526
CAN,YZ,2020-04-15,396
CTU,XX,2020-04-15,364
PEK,YZ,2020-04-15,389
WUH,XX,2020-04-16,563
CAN,AB,2020-04-17,415
CAN,AB,2020-04-17,363
CAN,XX,2020-04-17,476
PEK,AB,2020-04-17,479
PEK,BB,2020-04-17,353
WUH,BB,2020-04-17,534
