city,company,date,price
CAN,YZ,2020-03-19,365
PEK,YZ,2020-03-19,510
WUH,YZ,2020-03-19,429
CAN,XX,2020-03-20,544
CTU,YZ,2020-03-20,476
PEK,XX,2020-03-20,308
CAN,XX,2020-03-21,429
CAN,YZ,2020-03-22,446
CAN,YZ,2020-03-22,445
CTU,XX,2020-03-22,518
PEK,AB,2020-03-22,549
WUH,YZ,2020-03-22,547
CTU,XX,2020-03-23,495
CAN,BB,2020-03-24,584
CAN,XX,2020-03-24,594
CTU,AB,2020-03-24,407
PEK,YZ,2020-03-24,569
WUH,AB,2020-03-24,414
WUH,YZ,2020-03-25,440
CTU,XX,2020-03-27,498
CTU,YZ,2020-03-27,575
PEK,BB,2020-03-27,594
PEK,XX,2020-03-27,422
PEK,YZ,2020-03-28,595
PEK,BB,2020-03-29,576
CAN,XX,2020-03-30,386
PEK,YZ,2020-03-30,549
CTU,XX,2020-03-31,500
WUH,AB,2020-03-31,398
WUH,BB,2020-03-31,555
CTU,AB,2020-04-01,456
PEK,XX,2020-04-01,390
PEK,YZ,2020-04-01,414
PEK,YZ,2020-04-01,361
CAN,BB,2020-04-02,420
CAN,YZ,2020-04-02,461
WUH,AB,2020-04-02,566
PEK,YZ,2020-04-03,397
WUH,AB,2020-04-03,392
WUH,AB,2020-04-03,546
CAN,AB,2020-04-04,388
CAN,AB,2020-04-04,387
CAN,BB,2020-04-04,492
CAN,YZ,2020-04-04,330
CTU,XX,2020-04-04,559
WUH,XX,2020-04-04,475
CTU,AB,2020-04-05,572
CTU,AB,2020-04-05,475
CTU,BB,2020-04-05,505
CTU,YZ,2020-04-05,593
WUH,BB,2020-04-05,597
CAN,AB,2020-04-06,486
CAN,BB,2020-04-06,599
WUH,AB,2020-04-06,539
WUH,BB,2020-04-06,492
PEK,BB,2020-04-07,502
CTU,AB,2020-04-08,501
CTU,YZ,2020-04-08,445
PEK,AB,2020-04-08,321
WUH,BB,2020-04-08,527
WUH,XX,2020-04-08,396
WUH,YZ,2020-04-08,591
CAN,XX,2020-04-09,494
CTU,YZ,2020-04-09,511
WUH,AB,2020-04-09,470
WUH,BB,2020-04-09,572
WUH,XX,2020-04-09,413
CAN,YZ,2020-04-10,330
CTU,AB,2020-04-10,584
PEK,YZ,2020-04-10,529
WUH,AB,2020-04-10,328
WUH,AB,2020-04-10,381
CAN,AB,2020-04-11,552
CAN,BB,2020-04-11,469
CTU,AB,2020-04-11,351
PEK,BB,2020-04-11,474
PEK,YZ,2020-04-11,327
CAN,YZ,2020-04-12,533
CTU,YZ,2020-04-12,441
PEK,AB,2020-04-12,357
PEK,AB,2020-04-12,480
WUH,YZ,2020-04-12,445
CTU,AB,2020-04-13,596
CAN,XX,2020-04-14,431
CAN,XX,2020-04-14,387
CTU,XX,2020-04-14,403
WUH,XX,2020-04-14,415
CAN,YZ,2020-04-15,327
CAN,YZ,2020-04-15,595
CTU,XX,2020-04-15,495
PEK,YZ,2020-04-15,467
CAN,XX,2020-04-16,575
CTU,AB,2020-04-16,587
PEK,YZ,2020-04-16,573
WUH,XX,2020-04-16,456
CAN,XX,2020-04-17,589
CTU,BB,2020-04-17,313
CTU,YZ,2020-04-17,312
PEK,BB,2020-04-17,379
WUH,XX,2020-04-17,445
