city,company,date,price
WUH,BB,2020-03-19,460
WUH,XX,2020-03-19,554
PEK,AB,2020-03-20,391
PEK,BB,2020-03-20,304
WUH,AB,2020-03-20,547
WUH,BB,2020-03-20,523
WUH,YZ,2020-03-20,574
CAN,XX,2020-03-21,398
CTU,BB,2020-03-22,347
CTU,XX,2020-03-22,553
PEK,YZ,2020-03-22,545
CTU,XX,2020-03-23,511
PEK,XX,2020-03-23,516
CTU,XX,2020-03-24,565
WUH,BB,2020-03-24,376
WUH,AB,2020-03-25,523
CAN,AB,2020-03-26,455
CAN,XX,2020-03-26,316
CTU,XX,2020-03-26,395
PEK,XX,2020-03-26,382
WUH,AB,2020-03-26,545
CTU,AB,2020-03-27,429
CTU,BB,2020-03-27,344
PEK,BB,2020-03-27,466
PEK,XX,2020-03-27,422
WUH,AB,2020-03-28,424
WUH,XX,2020-03-28,449
CAN,YZ,2020-03-29,520
PEK,XX,2020-03-29,582
PEK,YZ,2020-03-29,407
WUH,AB,2020-03-29,475
CAN,BB,2020-03-30,454
CTU,YZ,2020-03-30,538
WUH,BB,2020-03-30,494
CTU,AB,2020-03-31,435
CTU,XX,2020-03-31,455
CTU,XX,2020-03-31,470
PEK,AB,2020-03-31,392
PEK,BB,2020-03-31,595
CTU,BB,2020-04-01,332
CAN,BB,2020-04-02,537
PEK,XX,2020-04-02,510
WUH,XX,2020-04-02,333
CAN,AB,2020-04-03,365
CAN,YZ,2020-04-03,568
CAN,YZ,2020-04-03,333
CAN,AB,2020-04-04,558
CAN,XX,2020-04-04,403
WUH,AB,2020-04-04,481
CTU,AB,2020-04-05,397
CTU,BB,2020-04-05,550
PEK,XX,2020-04-05,526
CTU,AB,2020-04-06,599
CTU,BB,2020-04-06,518
PEK,YZ,2020-04-06,448
WUH,YZ,2020-04-06,377
CAN,AB,2020-04-07,564
CAN,BB,2020-04-08,471
PEK,BB,2020-04-08,427
PEK,XX,2020-04-08,454
WUH,YZ,2020-04-08,329
CTU,YZ,2020-04-09,573
WUH,AB,2020-04-09,518
WUH,BB,2020-04-09,469
PEK,AB,2020-04-10,410
WUH,BB,2020-04-10,579
WUH,XX,2020-04-10,370
PEK,BB,2020-04-11,303
CAN,AB,2020-04-12,520
CTU,BB,2020-04-12,352
CTU,YZ,2020-04-12,437
PEK,YZ,2020-04-12,407
WUH,BB,2020-04-12,331
CAN,XX,2020-04-13,372
CAN,XX,2020-04-13,337
CAN,YZ,2020-04-13,315
PEK,XX,2020-04-13,560
WUH,BB,2020-04-13,398
CAN,AB,2020-04-14,366
CAN,BB,2020-04-14,429
PEK,XX,2020-04-14,329
PEK,YZ,2020-04-14,305
WUH,YZ,2020-04-14,517
WUH,YZ,2020-04-14,565
CTU,XX,2020-04-15,522
CTU,YZ,2020-04-15,426
PEK,XX,2020-04-15,550
PEK,XX,2020-04-15,444
PEK,YZ,2020-04-15,319
CAN,YZ,2020-04-16,338
CTU,BB,2020-04-16,482
CTU,BB,2020-04-16,574
PEK,BB,2020-04-16,370
WUH,XX,2020-04-16,583
CAN,BB,2020-04-17,510
CTU,AB,2020-04-17,344
PEK,AB,2020-04-17,534
PEK,AB,2020-04-17,575
WUH,BB,2020-04-17,305
WUH,YZ,2020-04-17,428
