city,company,date,price
CAN,YZ,2020-03-19,503
CAN,YZ,2020-03-19,599
CTU,AB,2020-03-19,434
CTU,AB,2020-03-19,408
CTU,YZ,2020-03-19,573
PEK,BB,2020-03-19,391
CAN,YZ,2020-03-20,341
CTU,BB,2020-03-20,497
CTU,BB,2020-03-21,304
PEK,AB,2020-03-21,396
WUH,XX,2020-03-21,478
CTU,XX,2020-03-22,514
PEK,BB,2020-03-22,316
CAN,AB,2020-03-23,512
CTU,BB,2020-03-23,563
WUH,AB,2020-03-23,344
CAN,AB,2020-03-24,422
PEK,XX,2020-03-24,405
WUH,BB,2020-03-24,519
CTU,XX,2020-03-25,434
CTU,YZ,2020-03-25,355
PEK,XX,2020-03-25,426
WUH,XX,2020-03-25,362
CTU,BB,2020-03-26,535
PEK,AB,2020-03-26,576
PEK,XX,2020-03-26,441
CAN,AB,2020-03-27,418
WUH,AB,2020-03-27,567
WUH,XX,2020-03-27,558
CAN,BB,2020-03-28,511
PEK,BB,2020-03-28,484
WUH,BB,2020-03-28,331
CTU,BB,2020-03-29,545
PEK,AB,2020-03-29,583
PEK,BB,2020-03-29,570
WUH,AB,2020-03-29,531
WUH,BB,2020-03-29,480
WUH,YZ,2020-03-29,530
CAN,AB,2020-03-30,391
CTU,BB,2020-03-30,488
PEK,AB,2020-03-30,454
PEK,XX,2020-03-30,528
WUH,AB,2020-03-30,410
CAN,YZ,2020-04-02,509
CTU,XX,2020-04-02,546
PEK,AB,2020-04-02,321
CTU,BB,2020-04-03,362
PEK,XX,2020-04-03,398
CTU,BB,2020-04-04,390
CTU,XX,2020-04-04,319
CTU,XX,2020-04-04,452
PEK,AB,2020-04-04,343
PEK,XX,2020-04-04,377
WUH,BB,2020-04-04,412
CTU,YZ,2020-04-05,390
PEK,XX,2020-04-05,565
CAN,AB,2020-04-06,396
CTU,YZ,2020-04-06,444
PEK,XX,2020-04-06,453
WUH,YZ,2020-04-06,431
WUH,YZ,2020-04-06,494
CTU,BB,2020-04-07,349
PEK,BB,2020-04-08,561
PEK,XX,2020-04-08,428
PEK,XX,2020-04-08,307
CAN,XX,2020-04-09,411
PEK,AB,2020-04-09,506
PEK,YZ,2020-04-09,592
WUH,AB,2020-04-09,506
CAN,YZ,2020-04-10,379
PEK,XX,2020-04-10,579
PEK,YZ,2020-04-10,381
CTU,AB,2020-04-11,554
CAN,AB,2020-04-12,592
CAN,AB,2020-04-12,431
CAN,AB,2020-04-12,422
CAN,BB,2020-04-12,596
CAN,YZ,2020-04-12,307
CTU,AB,2020-04-12,379
CTU,XX,2020-04-12,597
CTU,YZ,2020-04-12,597
PEK,AB,2020-04-12,344
WUH,AB,2020-04-12,406
CTU,YZ,2020-04-13,588
PEK,BB,2020-04-13,316
PEK,BB,2020-04-14,382
PEK,BB,2020-04-14,395
PEK,XX,2020-04-14,534
PEK,YZ,2020-04-14,457
WUH,BB,2020-04-14,434
CAN,BB,2020-04-15,432
CTU,XX,2020-04-15,567
PEK,AB,2020-04-15,447
CAN,XX,2020-04-16,411
CTU,AB,2020-04-16,397
CTU,BB,2020-04-16,597
CAN,BB,2020-04-17,558
CTU,XX,2020-04-17,337
PEK,YZ,2020-04-17,513
WUH,AB,2020-04-17,582
