city,company,date,price
WUH,YZ,2020-03-19,415
CAN,AB,2020-03-20,494
CTU,XX,2020-03-20,553
WUH,AB,2020-03-20,313
CTU,XX,2020-03-21,339
WUH,BB,2020-03-21,362
CAN,XX,2020-03-22,532
CAN,YZ,2020-03-22,396
CTU,XX,2020-03-22,457
PEK,BB,2020-03-22,539
PEK,BB,2020-03-22,402
WUH,AB,2020-03-22,327
WUH,AB,2020-03-22,568
PEK,YZ,2020-03-23,526
WUH,XX,2020-03-23,444
CAN,YZ,2020-03-24,473
CTU,YZ,2020-03-24,482
PEK,BB,2020-03-24,492
PEK,XX,2020-03-24,540
PEK,XX,2020-03-24,352
PEK,BB,2020-03-25,432
WUH,XX,2020-03-25,411
CAN,XX,2020-03-26,488
CAN,XX,2020-03-26,335
CTU,YZ,2020-03-26,338
CTU,YZ,2020-03-26,313
WUH,XX,2020-03-26,505
PEK,AB,2020-03-27,426
PEK,AB,2020-03-27,560
PEK,YZ,2020-03-27,439
WUH,BB,2020-03-27,331
WUH,BB,2020-03-27,547
PEK,BB,2020-03-28,491
CTU,XX,2020-03-29,443
PEK,YZ,2020-03-29,599
WUH,AB,2020-03-29,469
CAN,BB,2020-03-31,420
CAN,XX,2020-03-31,552
CAN,YZ,2020-03-31,540
PEK,BB,2020-03-31,436
PEK,YZ,2020-03-31,591
WUH,YZ,2020-03-31,351
CTU,AB,2020-04-01,584
WUH,AB,2020-04-01,347
WUH,XX,2020-04-01,321
CAN,BB,2020-04-02,377
CTU,AB,2020-04-02,514
CTU,YZ,2020-04-02,342
WUH,YZ,2020-04-02,543
CAN,YZ,2020-04-03,443
PEK,AB,2020-04-03,501
PEK,XX,2020-04-03,443
WUH,XX,2020-04-03,564
CAN,AB,2020-04-04,413
CAN,BB,2020-04-04,307
PEK,YZ,2020-04-04,555
CTU,BB,2020-04-05,362
CTU,XX,2020-04-05,397
PEK,BB,2020-04-05,492
CAN,YZ,2020-04-06,563
CAN,YZ,2020-04-06,440
PEK,YZ,2020-04-06,352
WUH,BB,2020-04-06,310
WUH,XX,2020-04-06,456
CAN,AB,2020-04-07,512
CAN,BB,2020-04-07,518
WUH,YZ,2020-04-08,487
CAN,AB,2020-04-09,309
CAN,BB,2020-04-09,589
CAN,XX,2020-04-09,593
CAN,XX,2020-04-09,444
CTU,YZ,2020-04-09,536
PEK,BB,2020-04-09,401
WUH,AB,2020-04-09,301
CAN,BB,2020-04-10,335
PEK,BB,2020-04-10,446
PEK,XX,2020-04-10,337
CTU,BB,2020-04-11,482
PEK,BB,2020-04-11,524
WUH,BB,2020-04-11,474
CAN,AB,2020-04-12,548
CAN,AB,2020-04-12,447
CAN,BB,2020-04-12,599
CAN,XX,2020-04-12,462
PEK,BB,2020-04-12,368
CAN,BB,2020-04-13,554
CAN,YZ,2020-04-13,586
CTU,YZ,2020-04-13,356
PEK,YZ,2020-04-13,318
PEK,XX,2020-04-14,344
WUH,XX,2020-04-14,414
CTU,BB,2020-04-15,530
CTU,YZ,2020-04-15,543
WUH,AB,2020-04-15,478
WUH,XX,2020-04-15,575
PEK,XX,2020-04-16,511
PEK,YZ,2020-04-16,454
WUH,XX,2020-04-16,307
CTU,XX,2020-04-17,525
PEK,YZ,2020-04-17,515
