city,company,date,price
CAN,XX,2020-03-19,590
CTU,XX,2020-03-19,570
PEK,AB,2020-03-19,432
PEK,BB,2020-03-19,318
WUH,BB,2020-03-19,529
WUH,YZ,2020-03-19,408
CTU,XX,2020-03-20,391
PEK,XX,2020-03-20,517
CAN,AB,2020-03-21,569
CAN,YZ,2020-03-21,548
CTU,BB,2020-03-21,550
CTU,YZ,2020-03-21,365
PEK,BB,2020-03-21,594
PEK,BB,2020-03-21,589
CAN,YZ,2020-03-22,432
CAN,BB,2020-03-23,437
CAN,BB,2020-03-23,385
CTU,YZ,2020-03-23,384
CTU,YZ,2020-03-23,357
CAN,YZ,2020-03-24,328
PEK,AB,2020-03-24,528
PEK,XX,2020-03-24,567
PEK,YZ,2020-03-24,404
WUH,BB,2020-03-24,477
WUH,YZ,2020-03-24,518
CAN,XX,2020-03-25,598
PEK,BB,2020-03-25,559
WUH,BB,2020-03-25,422
CAN,BB,2020-03-26,413
CAN,XX,2020-03-26,537
CAN,XX,2020-03-26,441
CAN,AB,2020-03-27,397
CAN,AB,2020-03-27,500
CAN,BB,2020-03-27,518
WUH,BB,2020-03-27,425
CAN,BB,2020-03-28,550
CTU,YZ,2020-03-28,413
WUH,AB,2020-03-28,444
WUH,YZ,2020-03-28,597
CAN,BB,2020-03-29,559
CAN,XX,2020-03-29,351
CTU,BB,2020-03-29,474
CTU,YZ,2020-03-29,420
PEK,YZ,2020-03-29,351
WUH,AB,2020-03-30,514
WUH,BB,2020-03-30,335
CAN,BB,2020-03-31,559
CTU,YZ,2020-03-31,483
PEK,AB,2020-03-31,420
WUH,BB,2020-03-31,486
CAN,BB,2020-04-01,390
CTU,YZ,2020-04-01,450
PEK,XX,2020-04-01,446
WUH,YZ,2020-04-01,414
CTU,XX,2020-04-02,475
CTU,YZ,2020-04-02,576
WUH,BB,2020-04-02,479
WUH,XX,2020-04-03,352
CAN,AB,2020-04-04,591
CAN,BB,2020-04-04,563
WUH,XX,2020-04-04,508
PEK,AB,2020-04-05,398
WUH,AB,2020-04-05,362
CAN,YZ,2020-04-06,315
CTU,YZ,2020-04-06,542
WUH,YZ,2020-04-06,322
PEK,AB,2020-04-07,378
PEK,XX,2020-04-07,368
WUH,XX,2020-04-07,301
WUH,XX,2020-04-08,478
CTU,AB,2020-04-09,564
PEK,AB,2020-04-09,498
PEK,XX,2020-04-09,365
WUH,XX,2020-04-09,475
PEK,XX,2020-04-10,488
WUH,BB,2020-04-10,427
WUH,XX,2020-04-10,417
CAN,XX,2020-04-11,397
CAN,XX,2020-04-11,363
PEK,XX,2020-04-11,514
WUH,AB,2020-04-11,526
WUH,YZ,2020-04-11,363
CTU,AB,2020-04-12,345
PEK,BB,2020-04-12,340
CTU,YZ,2020-04-13,484
WUH,AB,2020-04-13,364
WUH,AB,2020-04-13,413
CAN,XX,2020-04-14,382
CAN,XX,2020-04-14,327
WUH,AB,2020-04-14,427
PEK,AB,2020-04-15,469
PEK,XX,2020-04-15,508
WUH,XX,2020-04-15,424
CTU,XX,2020-04-16,561
PEK,BB,2020-04-16,578
WUH,AB,2020-04-16,497
WUH,BB,2020-04-16,589
CAN,XX,2020-04-17,427
CTU,AB,2020-04-17,555
PEK,XX,2020-04-17,559
