city,company,date,price
CAN,BB,2020-03-19,371
CAN,YZ,2020-03-19,340
CTU,AB,2020-03-19,479
CTU,XX,2020-03-19,519
PEK,XX,2020-03-19,433
WUH,AB,2020-03-20,535
WUH,BB,2020-03-20,579
CTU,AB,2020-03-21,541
PEK,BB,2020-03-21,427
PEK,XX,2020-03-21,385
WUH,AB,2020-03-21,574
CAN,YZ,2020-03-22,435
PEK,YZ,2020-03-22,507
PEK,YZ,2020-03-22,511
CAN,AB,2020-03-23,547
CTU,AB,2020-03-23,355
CTU,YZ,2020-03-23,377
PEK,AB,2020-03-23,346
PEK,XX,2020-03-23,368
PEK,YZ,2020-03-23,486
CAN,XX,2020-03-24,571
PEK,YZ,2020-03-24,346
WUH,BB,2020-03-24,513
WUH,BB,2020-03-24,397
PEK,YZ,2020-03-25,546
WUH,AB,2020-03-25,326
CTU,YZ,2020-03-26,446
PEK,YZ,2020-03-26,440
CAN,XX,2020-03-27,531
CAN,XX,2020-03-27,353
PEK,XX,2020-03-27,479
CAN,YZ,2020-03-28,362
CTU,YZ,2020-03-28,404
PEK,AB,2020-03-28,559
CAN,BB,2020-03-29,338
CAN,XX,2020-03-29,482
PEK,AB,2020-03-29,370
PEK,XX,2020-03-29,359
CTU,YZ,2020-03-30,306
PEK,BB,2020-03-30,591
WUH,BB,2020-03-31,391
CAN,XX,2020-04-01,388
WUH,XX,2020-04-01,347
WUH,XX,2020-04-01,357
CAN,BB,2020-04-02,334
CAN,XX,2020-04-02,366
CTU,AB,2020-04-02,507
CTU,BB,2020-04-02,493
CTU,BB,2020-04-03,327
CTU,BB,2020-04-03,457
WUH,BB,2020-04-03,573
CTU,AB,2020-04-04,484
PEK,BB,2020-04-04,318
PEK,YZ,2020-04-04,322
CAN,BB,2020-04-05,566
CAN,XX,2020-04-05,378
CAN,YZ,2020-04-05,349
PEK,AB,2020-04-05,549
WUH,AB,2020-04-05,422
WUH,BB,2020-04-05,327
CTU,BB,2020-04-06,303
WUH,YZ,2020-04-06,441
CAN,BB,2020-04-07,412
CAN,YZ,2020-04-07,371
CTU,AB,2020-04-07,356
CTU,XX,2020-04-07,562
CAN,BB,2020-04-08,391
PEK,XX,2020-04-08,362
WUH,YZ,2020-04-09,397
CAN,BB,2020-04-10,512
WUH,AB,2020-04-10,529
WUH,AB,2020-04-10,408
WUH,YZ,2020-04-10,318
WUH,YZ,2020-04-10,471
CAN,YZ,2020-04-11,300
CTU,AB,2020-04-11,556
CTU,YZ,2020-04-11,351
CAN,AB,2020-04-13,515
CTU,XX,2020-04-13,457
CTU,XX,2020-04-13,567
WUH,BB,2020-04-13,435
WUH,YZ,2020-04-13,413
CAN,AB,2020-04-14,524
CTU,AB,2020-04-14,445
CTU,YZ,2020-04-14,462
PEK,YZ,2020-04-14,466
PEK,YZ,2020-04-14,338
WUH,BB,2020-04-14,431
PEK,YZ,2020-04-15,510
CAN,AB,2020-04-16,436
CAN,YZ,2020-04-16,455
WUH,AB,2020-04-16,514
WUH,AB,2020-04-16,409
CAN,AB,2020-04-17,521
CAN,BB,2020-04-17,571
CAN,XX,2020-04-17,539
CAN,YZ,2020-04-17,477
CTU,BB,2020-04-17,548
CTU,YZ,2020-04-17,360
PEK,AB,2020-04-17,306
