city,company,date,price
CAN,BB,2020-03-19,526
WUH,YZ,2020-03-19,339
CAN,BB,2020-03-20,400
CAN,XX,2020-03-20,387
CTU,AB,2020-03-20,368
WUH,YZ,2020-03-20,580
CAN,AB,2020-03-21,378
CAN,XX,2020-03-21,365
PEK,BB,2020-03-22,591
PEK,XX,2020-03-22,413
PEK,YZ,2020-03-22,331
CAN,AB,2020-03-23,358
CAN,XX,2020-03-23,555
CAN,YZ,2020-03-24,470
PEK,AB,2020-03-24,511
PEK,XX,2020-03-24,461
PEK,YZ,2020-03-24,407
PEK,YZ,2020-03-24,504
WUH,XX,2020-03-24,555
CTU,AB,2020-03-25,551
CTU,YZ,2020-03-25,511
PEK,AB,2020-03-25,389
PEK,XX,2020-03-25,544
WUH,XX,2020-03-25,521
CAN,BB,2020-03-26,399
CAN,BB,2020-03-26,539
CTU,XX,2020-03-26,309
PEK,XX,2020-03-26,431
WUH,AB,2020-03-26,580
WUH,BB,2020-03-26,475
CTU,BB,2020-03-27,401
CTU,XX,2020-03-27,433
CAN,BB,2020-03-28,317
WUH,BB,2020-03-28,369
CAN,BB,2020-03-29,528
CAN,YZ,2020-03-29,578
CTU,AB,2020-03-29,487
CTU,YZ,2020-03-29,434
WUH,AB,2020-03-29,563
WUH,YZ,2020-03-29,301
CAN,AB,2020-03-30,494
CAN,AB,2020-03-30,400
CTU,YZ,2020-03-30,383
CTU,AB,2020-03-31,366
PEK,AB,2020-03-31,318
PEK,XX,2020-03-31,365
PEK,XX,2020-03-31,369
PEK,XX,2020-03-31,460
CAN,BB,2020-04-01,557
CTU,BB,2020-04-01,521
WUH,XX,2020-04-01,319
PEK,BB,2020-04-02,555
WUH,YZ,2020-04-02,332
CAN,BB,2020-04-03,468
CTU,AB,2020-04-03,395
CTU,BB,2020-04-03,537
CTU,YZ,2020-04-03,562
CTU,BB,2020-04-04,551
CTU,YZ,2020-04-04,400
PEK,XX,2020-04-04,443
PEK,XX,2020-04-04,353
PEK,YZ,2020-04-04,353
CTU,BB,2020-04-05,531
WUH,AB,2020-04-05,415
CAN,BB,2020-04-06,532
CAN,YZ,2020-04-06,504
CTU,YZ,2020-04-06,506
PEK,XX,2020-04-06,461
CAN,YZ,2020-04-07,515
WUH,BB,2020-04-07,343
CAN,BB,2020-04-08,398
CTU,BB,2020-04-09,566
CTU,BB,2020-04-09,557
PEK,XX,2020-04-09,428
CTU,AB,2020-04-10,502
CTU,YZ,2020-04-10,483
PEK,AB,2020-04-10,325
PEK,AB,2020-04-10,575
PEK,YZ,2020-04-11,508
CAN,AB,2020-04-12,491
CTU,AB,2020-04-12,366
PEK,XX,2020-04-12,477
WUH,YZ,2020-04-12,441
PEK,BB,2020-04-13,499
WUH,YZ,2020-04-13,378
PEK,BB,2020-04-14,392
CAN,BB,2020-04-15,528
PEK,AB,2020-04-15,354
PEK,XX,2020-04-15,365
CAN,AB,2020-04-16,521
CAN,BB,2020-04-16,403
CAN,BB,2020-04-16,316
CAN,YZ,2020-04-16,302
CTU,XX,2020-04-16,462
CTU,YZ,2020-04-16,446
CTU,YZ,2020-04-16,335
WUH,AB,2020-04-16,366
CAN,AB,2020-04-17,396
PEK,AB,2020-04-17,544
PEK,XX,2020-04-17,484
