city,company,date,price
CAN,XX,2020-03-20,376
PEK,YZ,2020-03-20,550
WUH,YZ,2020-03-20,313
CTU,XX,2020-03-21,444
PEK,AB,2020-03-21,433
PEK,BB,2020-03-21,593
WUH,AB,2020-03-21,422
CAN,YZ,2020-03-22,305
CAN,YZ,2020-03-22,568
CTU,BB,2020-03-22,558
PEK,AB,2020-03-22,347
PEK,XX,2020-03-22,553
PEK,YZ,2020-03-23,574
WUH,AB,2020-03-23,538
WUH,XX,2020-03-23,429
CAN,BB,2020-03-24,579
CAN,XX,2020-03-24,510
PEK,YZ,2020-03-24,555
WUH,YZ,2020-03-24,364
CAN,YZ,2020-03-25,487
PEK,YZ,2020-03-25,506
WUH,YZ,2020-03-25,331
CAN,XX,2020-03-26,520
CTU,BB,2020-03-26,357
CTU,YZ,2020-03-26,443
CTU,YZ,2020-03-26,589
CTU,YZ,2020-03-26,462
WUH,XX,2020-03-26,590
WUH,YZ,2020-03-26,528
CAN,YZ,2020-03-27,564
CTU,AB,2020-03-27,581
WUH,BB,2020-03-27,418
PEK,BB,2020-03-28,557
PEK,YZ,2020-03-28,364
WUH,BB,2020-03-28,501
CAN,YZ,2020-03-29,483
CTU,XX,2020-03-29,542
PEK,AB,2020-03-29,427
WUH,BB,2020-03-29,395
WUH,YZ,2020-03-29,518
CTU,AB,2020-03-30,549
PEK,AB,2020-03-30,425
PEK,AB,2020-03-30,400
WUH,YZ,2020-03-30,562
PEK,AB,2020-03-31,383
PEK,YZ,2020-03-31,586
WUH,XX,2020-03-31,351
CTU,XX,2020-04-01,525
PEK,AB,2020-04-01,420
PEK,AB,2020-04-01,521
PEK,YZ,2020-04-01,349
CAN,BB,2020-04-02,346
CTU,BB,2020-04-02,375
CTU,XX,2020-04-02,542
WUH,BB,2020-04-02,573
WUH,XX,2020-04-02,451
WUH,XX,2020-04-02,477
CTU,BB,2020-04-03,500
CTU,BB,2020-04-03,362
PEK,BB,2020-04-03,583
WUH,AB,2020-04-03,460
CTU,AB,2020-04-04,472
CTU,XX,2020-04-05,480
CAN,YZ,2020-04-06,583
CTU,AB,2020-04-06,403
PEK,BB,2020-04-06,356
PEK,YZ,2020-04-06,432
WUH,BB,2020-04-06,438
CAN,XX,2020-04-07,506
CAN,YZ,2020-04-07,508
CAN,YZ,2020-04-07,456
CTU,AB,2020-04-07,522
PEK,XX,2020-04-07,330
WUH,BB,2020-04-07,554
CAN,YZ,2020-04-08,389
CTU,AB,2020-04-08,349
PEK,AB,2020-04-08,418
WUH,BB,2020-04-08,357
CAN,AB,2020-04-09,338
CTU,AB,2020-04-09,376
PEK,XX,2020-04-09,445
PEK,YZ,2020-04-09,419
WUH,AB,2020-04-10,548
CAN,BB,2020-04-11,521
CTU,AB,2020-04-11,386
WUH,YZ,2020-04-11,494
CAN,XX,2020-04-12,417
WUH,AB,2020-04-12,492
CAN,XX,2020-04-13,511
CAN,XX,2020-04-13,370
CAN,YZ,2020-04-13,587
PEK,BB,2020-04-13,560
CAN,YZ,2020-04-14,350
CAN,YZ,2020-04-14,565
CTU,XX,2020-04-14,380
PEK,BB,2020-04-14,416
WUH,YZ,2020-04-14,398
PEK,AB,2020-04-15,485
PEK,AB,2020-04-15,541
CAN,XX,2020-04-17,475
